attendance,previous_cgpa,subject_difficulty,internal_marks,mid_sem_1,mid_sem_2,end_sem_marks
99.0,9.53,5.6,20.0,11.0,12.0,48.0
72.0,6.84,9.6,15.0,4.0,4.0,15.0
95.0,9.5,7.4,17.0,9.0,8.0,36.0
98.0,10.0,9.6,18.0,11.0,9.0,33.0
67.0,7.56,8.7,15.0,4.0,8.0,25.0
92.0,9.5,10.0,18.0,11.0,11.0,34.0
100.0,0.0,9.4,18.0,13.0,12.0,36.0
89.0,8.67,7.1,18.0,7.0,11.0,29.0
100.0,9.77,8.8,18.0,12.0,12.0,41.0
99.0,9.0,7.4,20.0,8.0,13.0,39.0
84.0,8.95,6.2,18.0,11.0,8.0,39.0
89.0,9.34,6.2,16.0,11.0,11.0,39.0
84.0,6.84,7.0,20.0,6.0,3.0,19.0
78.0,7.75,5.6,15.0,8.0,8.0,27.0
92.0,9.14,5.9,13.0,11.0,11.0,47.0
70.0,7.51,7.5,15.0,6.0,5.0,13.0
87.0,7.08,9.8,12.0,7.0,7.0,25.0
83.0,8.02,7.9,19.0,8.0,7.0,32.0
89.0,9.07,7.0,18.0,12.0,12.0,29.0
89.0,9.42,6.2,18.0,11.0,9.0,41.0
93.0,9.62,6.0,18.0,14.0,15.0,44.0
66.0,7.58,8.3,14.0,7.0,5.0,9.0
91.0,8.99,9.2,17.0,6.0,6.0,30.0
89.0,7.96,7.0,18.0,10.0,8.0,28.0
97.0,0.0,7.8,19.0,12.0,10.0,42.0
86.0,9.21,8.5,11.0,12.0,11.0,39.0
89.0,9.25,5.3,19.0,12.0,12.0,48.0
83.0,9.07,6.8,18.0,10.0,10.0,34.0
94.0,9.41,8.6,20.0,12.0,10.0,30.0
90.0,8.86,8.4,19.0,9.0,8.0,32.0
82.0,9.48,5.3,19.0,14.0,12.0,26.0
94.0,9.16,6.2,19.0,13.0,11.0,37.0
86.0,8.29,8.4,17.0,11.0,13.0,36.0
93.0,10.0,6.4,17.0,13.0,10.0,37.0
90.0,8.39,9.1,14.0,10.0,10.0,32.0
85.0,6.6,5.1,18.0,12.0,15.0,29.0
92.0,9.53,6.0,17.0,13.0,15.0,48.0
83.0,8.57,6.4,13.0,6.0,7.0,31.0
89.0,8.64,9.6,17.0,8.0,8.0,31.0
100.0,8.73,9.0,20.0,11.0,12.0,36.0
92.0,9.03,9.4,18.0,9.0,10.0,35.0
80.0,8.39,7.2,16.0,10.0,13.0,37.0
75.0,7.36,9.1,12.0,6.0,6.0,21.0
84.0,0.0,9.3,19.0,5.0,7.0,28.0
93.0,0.0,7.0,19.0,7.0,6.0,26.0
93.0,8.44,10.0,20.0,9.0,13.0,33.0
100.0,10.0,9.3,19.0,10.0,10.0,41.0
78.0,7.58,9.9,16.0,6.0,3.0,7.0
82.0,8.72,9.3,12.0,7.0,7.0,23.0
98.0,9.87,8.9,18.0,9.0,11.0,39.0
73.0,8.29,9.7,12.0,6.0,9.0,32.0
77.0,7.93,7.1,16.0,8.0,6.0,19.0
77.0,8.48,8.9,13.0,9.0,6.0,28.0
96.0,9.24,6.1,18.0,15.0,15.0,40.0
88.0,8.17,8.7,17.0,8.0,9.0,25.0
92.0,8.66,8.9,17.0,11.0,8.0,32.0
92.0,9.33,8.6,16.0,8.0,7.0,26.0
96.0,0.0,9.2,20.0,12.0,11.0,40.0
80.0,7.87,7.1,16.0,9.0,11.0,20.0
88.0,7.19,7.7,20.0,7.0,6.0,23.0
90.0,0.0,5.1,16.0,12.0,11.0,43.0
86.0,0.0,5.7,16.0,9.0,9.0,36.0
78.0,7.08,8.2,16.0,9.0,6.0,26.0
81.0,8.31,7.8,19.0,7.0,11.0,33.0
78.0,7.36,6.0,19.0,8.0,10.0,25.0
80.0,9.19,6.2,15.0,13.0,12.0,45.0
81.0,8.78,6.7,15.0,13.0,11.0,37.0
99.0,0.0,8.6,20.0,13.0,11.0,42.0
100.0,8.44,8.0,20.0,12.0,13.0,38.0
81.0,7.52,5.3,16.0,7.0,5.0,31.0
72.0,7.17,8.8,15.0,5.0,5.0,16.0
70.0,7.06,6.3,16.0,5.0,2.0,20.0
87.0,8.17,8.4,19.0,6.0,7.0,25.0
90.0,8.74,5.6,20.0,13.0,14.0,44.0
100.0,0.0,10.0,20.0,9.0,9.0,33.0
88.0,8.76,5.4,20.0,13.0,13.0,34.0
80.0,7.34,8.7,14.0,6.0,8.0,22.0
91.0,9.3,7.7,20.0,11.0,11.0,42.0
95.0,8.62,5.4,20.0,12.0,14.0,45.0
96.0,9.06,5.1,19.0,11.0,9.0,39.0
82.0,8.42,6.8,19.0,12.0,13.0,32.0
61.0,6.9,9.0,12.0,5.0,5.0,11.0
52.0,6.85,5.2,11.0,6.0,8.0,13.0
77.0,8.58,8.5,17.0,8.0,8.0,23.0
92.0,8.29,8.3,20.0,7.0,7.0,35.0
99.0,9.45,6.3,19.0,11.0,10.0,38.0
82.0,7.61,5.4,18.0,10.0,13.0,32.0
91.0,8.84,9.6,17.0,13.0,8.0,36.0
96.0,9.19,6.5,20.0,12.0,13.0,37.0
81.0,7.77,5.6,16.0,11.0,11.0,27.0
99.0,0.0,8.4,16.0,9.0,9.0,31.0
84.0,8.13,6.1,15.0,13.0,12.0,34.0
90.0,9.65,7.4,20.0,11.0,11.0,42.0
83.0,8.26,5.3,16.0,12.0,13.0,35.0
83.0,8.63,10.0,19.0,8.0,6.0,30.0
67.0,7.42,7.2,11.0,8.0,8.0,13.0
94.0,9.04,10.0,20.0,12.0,13.0,30.0
84.0,8.52,6.9,17.0,7.0,5.0,35.0
72.0,8.77,6.7,14.0,14.0,15.0,30.0
85.0,8.83,9.6,15.0,12.0,13.0,28.0
86.0,9.13,6.6,18.0,12.0,10.0,38.0
75.0,7.28,7.2,13.0,6.0,4.0,29.0
83.0,8.23,5.4,15.0,12.0,10.0,35.0
100.0,9.59,9.8,20.0,10.0,10.0,25.0
98.0,9.03,5.4,19.0,13.0,13.0,44.0
75.0,7.63,8.9,17.0,10.0,13.0,20.0
80.0,8.5,7.7,11.0,6.0,5.0,30.0
97.0,8.53,5.3,19.0,10.0,8.0,47.0
90.0,10.0,5.0,17.0,15.0,15.0,50.0
95.0,10.0,9.7,19.0,7.0,5.0,33.0
90.0,9.41,8.7,17.0,9.0,7.0,26.0
85.0,8.67,8.4,19.0,8.0,6.0,35.0
76.0,5.92,7.2,15.0,8.0,2.0,24.0
73.0,0.0,6.2,15.0,8.0,9.0,26.0
82.0,0.0,8.4,18.0,4.0,6.0,24.0
83.0,0.0,8.0,17.0,7.0,9.0,29.0
83.0,7.15,8.6,14.0,6.0,10.0,24.0
77.0,7.9,6.8,15.0,7.0,10.0,25.0
66.0,6.17,9.9,13.0,2.0,1.0,7.0
77.0,7.77,5.3,12.0,9.0,11.0,28.0
96.0,0.0,5.4,18.0,13.0,13.0,50.0
87.0,8.89,9.6,17.0,11.0,10.0,29.0
69.0,7.68,8.2,18.0,5.0,3.0,20.0
95.0,9.23,6.6,20.0,11.0,10.0,47.0
78.0,8.05,8.8,16.0,9.0,10.0,29.0
78.0,6.71,7.3,19.0,9.0,12.0,16.0
61.0,6.89,5.1,13.0,5.0,6.0,17.0
96.0,9.98,8.3,20.0,11.0,9.0,45.0
94.0,9.53,6.2,18.0,10.0,8.0,39.0
84.0,8.5,5.6,14.0,13.0,14.0,43.0
95.0,8.79,6.1,20.0,14.0,15.0,39.0
83.0,7.55,7.4,20.0,6.0,8.0,25.0
85.0,8.93,5.2,20.0,9.0,8.0,25.0
90.0,8.96,9.4,19.0,10.0,11.0,21.0
86.0,8.16,7.8,16.0,8.0,10.0,26.0
92.0,7.62,6.5,15.0,8.0,5.0,37.0
93.0,0.0,8.4,17.0,9.0,10.0,34.0
71.0,8.22,9.0,15.0,5.0,7.0,20.0
100.0,9.09,8.1,19.0,10.0,11.0,42.0
93.0,0.0,6.0,20.0,14.0,14.0,38.0
91.0,8.98,5.6,15.0,9.0,14.0,48.0
66.0,5.91,9.3,13.0,5.0,9.0,24.0
88.0,7.8,6.2,16.0,9.0,9.0,16.0
80.0,9.02,5.1,18.0,10.0,10.0,30.0
85.0,7.41,8.2,18.0,9.0,10.0,17.0
89.0,8.73,5.8,16.0,10.0,10.0,30.0
78.0,0.0,10.0,17.0,4.0,7.0,22.0
82.0,7.89,9.3,13.0,8.0,5.0,15.0
81.0,8.14,8.0,13.0,9.0,9.0,29.0
72.0,7.81,9.2,13.0,6.0,7.0,23.0
92.0,8.2,7.4,14.0,12.0,14.0,25.0
65.0,6.1,8.9,13.0,2.0,0.0,13.0
91.0,9.17,8.2,18.0,10.0,8.0,35.0
92.0,9.54,5.1,18.0,11.0,8.0,40.0
82.0,8.05,9.7,17.0,9.0,7.0,22.0
90.0,8.93,9.3,17.0,7.0,4.0,34.0
91.0,8.72,9.8,16.0,9.0,10.0,25.0
88.0,0.0,8.7,16.0,9.0,9.0,28.0
100.0,9.8,7.1,18.0,12.0,12.0,41.0
79.0,8.94,6.0,15.0,11.0,11.0,40.0
97.0,7.9,5.9,20.0,8.0,10.0,31.0
83.0,7.89,5.7,13.0,9.0,7.0,29.0
52.0,5.78,6.1,10.0,0.0,0.0,12.0
94.0,10.0,7.8,20.0,15.0,15.0,41.0
80.0,7.98,8.4,18.0,7.0,6.0,22.0
95.0,8.59,6.6,18.0,14.0,12.0,39.0
78.0,8.18,7.7,20.0,9.0,10.0,28.0
95.0,9.67,6.7,17.0,13.0,9.0,48.0
80.0,8.21,8.5,16.0,5.0,3.0,20.0
87.0,8.77,9.9,15.0,11.0,6.0,23.0
81.0,8.25,8.4,17.0,9.0,10.0,44.0
87.0,7.76,5.3,20.0,11.0,14.0,34.0
72.0,7.87,7.4,18.0,8.0,7.0,30.0
79.0,7.27,8.9,17.0,7.0,5.0,25.0
90.0,9.07,7.7,17.0,8.0,12.0,35.0
90.0,8.61,9.8,18.0,9.0,10.0,35.0
98.0,9.87,5.3,20.0,13.0,15.0,50.0
85.0,8.0,6.5,18.0,7.0,7.0,33.0
71.0,7.95,6.1,14.0,7.0,7.0,24.0
66.0,7.48,8.8,13.0,5.0,8.0,21.0
73.0,7.89,7.6,17.0,7.0,7.0,32.0
91.0,8.69,5.7,20.0,10.0,10.0,35.0
90.0,7.88,6.4,15.0,10.0,5.0,34.0
82.0,8.32,7.6,17.0,11.0,14.0,31.0
81.0,7.19,10.0,17.0,6.0,7.0,19.0
93.0,9.27,6.8,18.0,11.0,11.0,37.0
96.0,8.89,5.8,20.0,13.0,15.0,35.0
81.0,8.3,7.5,16.0,5.0,3.0,26.0
79.0,8.46,6.6,18.0,8.0,7.0,29.0
71.0,6.12,7.8,13.0,5.0,6.0,20.0
97.0,9.38,7.3,20.0,8.0,8.0,34.0
93.0,8.2,8.4,19.0,11.0,12.0,29.0
94.0,8.72,9.6,20.0,9.0,9.0,27.0
84.0,8.04,6.0,18.0,11.0,12.0,35.0
82.0,9.38,9.1,15.0,11.0,8.0,34.0
89.0,9.22,9.7,17.0,10.0,13.0,40.0
78.0,8.56,6.9,15.0,5.0,4.0,30.0
87.0,8.42,5.6,17.0,11.0,11.0,38.0
98.0,9.7,9.1,18.0,11.0,10.0,39.0
87.0,8.25,8.5,17.0,7.0,6.0,34.0
84.0,8.13,6.1,20.0,5.0,5.0,15.0
77.0,7.76,7.2,18.0,8.0,9.0,19.0
81.0,8.14,7.9,13.0,6.0,8.0,31.0
77.0,7.78,5.8,12.0,12.0,13.0,24.0
92.0,9.07,8.6,17.0,10.0,9.0,37.0
65.0,6.41,8.4,9.0,6.0,7.0,17.0
79.0,7.88,9.4,13.0,7.0,7.0,21.0
84.0,8.83,7.8,18.0,11.0,11.0,36.0
85.0,8.74,7.9,17.0,10.0,11.0,39.0
100.0,8.94,8.1,17.0,12.0,9.0,38.0
77.0,6.53,6.4,18.0,2.0,0.0,15.0
82.0,8.82,8.8,16.0,11.0,13.0,31.0
64.0,0.0,8.3,12.0,8.0,8.0,22.0
90.0,9.02,9.2,20.0,9.0,10.0,27.0
85.0,8.54,8.8,18.0,7.0,5.0,30.0
77.0,8.28,8.2,15.0,7.0,10.0,22.0
90.0,8.08,5.8,17.0,11.0,12.0,33.0
91.0,9.03,9.6,19.0,12.0,12.0,37.0
80.0,7.92,6.8,15.0,7.0,8.0,26.0
76.0,7.18,9.8,15.0,2.0,0.0,15.0
83.0,8.59,7.0,14.0,15.0,15.0,34.0
82.0,8.62,5.7,19.0,11.0,14.0,30.0
88.0,8.57,9.4,20.0,7.0,8.0,35.0
99.0,10.0,9.0,20.0,14.0,14.0,35.0
98.0,8.96,8.9,19.0,11.0,10.0,19.0
93.0,8.53,5.4,20.0,13.0,15.0,43.0
67.0,0.0,9.4,15.0,2.0,4.0,9.0
94.0,9.76,8.0,18.0,13.0,12.0,34.0
84.0,7.2,7.4,19.0,10.0,11.0,28.0
89.0,8.4,9.6,17.0,6.0,6.0,33.0
81.0,7.93,8.3,14.0,8.0,9.0,21.0
66.0,7.49,5.7,13.0,6.0,4.0,25.0
88.0,8.92,7.6,20.0,9.0,11.0,33.0
80.0,0.0,8.2,16.0,7.0,8.0,34.0
91.0,8.65,9.5,16.0,10.0,12.0,22.0
99.0,8.72,6.4,19.0,10.0,8.0,35.0
98.0,8.69,9.0,20.0,11.0,9.0,37.0
79.0,7.87,9.0,16.0,8.0,12.0,21.0
89.0,9.06,5.6,18.0,12.0,14.0,44.0
100.0,10.0,5.1,20.0,11.0,9.0,50.0
75.0,7.37,7.9,17.0,7.0,9.0,23.0
81.0,7.17,8.9,18.0,7.0,6.0,21.0
97.0,8.12,7.8,17.0,9.0,6.0,32.0
82.0,8.64,9.1,18.0,8.0,4.0,26.0
87.0,8.0,8.1,18.0,4.0,4.0,32.0
79.0,0.0,8.3,19.0,10.0,13.0,25.0
95.0,9.24,5.1,19.0,14.0,15.0,49.0
95.0,0.0,5.4,20.0,10.0,13.0,50.0
76.0,8.53,8.6,16.0,6.0,8.0,31.0
98.0,10.0,8.8,17.0,14.0,15.0,34.0
74.0,7.5,7.7,17.0,6.0,8.0,28.0
92.0,9.44,8.0,20.0,13.0,9.0,29.0
91.0,9.61,8.1,17.0,9.0,11.0,34.0
94.0,9.7,5.5,19.0,15.0,13.0,44.0
96.0,8.47,8.3,20.0,11.0,9.0,44.0
77.0,7.53,7.4,14.0,6.0,7.0,24.0
100.0,9.44,8.0,20.0,13.0,15.0,42.0
90.0,9.65,7.8,16.0,10.0,9.0,35.0
94.0,9.8,8.8,18.0,7.0,8.0,35.0
80.0,7.2,6.6,18.0,5.0,6.0,24.0
74.0,7.5,6.9,15.0,5.0,4.0,19.0
98.0,8.38,7.0,19.0,8.0,8.0,39.0
70.0,6.36,8.8,17.0,5.0,9.0,21.0
79.0,9.82,7.2,14.0,10.0,9.0,37.0
86.0,8.02,5.9,17.0,9.0,9.0,27.0
96.0,9.65,9.9,20.0,11.0,11.0,31.0
92.0,8.86,7.5,17.0,11.0,11.0,39.0
80.0,9.59,5.5,17.0,12.0,14.0,39.0
71.0,6.43,8.4,16.0,4.0,7.0,17.0
94.0,9.62,8.7,19.0,13.0,13.0,42.0
94.0,10.0,7.5,17.0,13.0,11.0,38.0
92.0,8.78,8.2,18.0,13.0,15.0,27.0
91.0,9.77,5.9,13.0,12.0,12.0,40.0
74.0,7.4,6.8,17.0,7.0,4.0,18.0
90.0,8.46,5.8,19.0,11.0,15.0,27.0
88.0,8.01,6.9,17.0,10.0,12.0,34.0
56.0,6.68,7.8,8.0,6.0,9.0,8.0
80.0,8.75,7.2,18.0,8.0,11.0,25.0
79.0,8.9,8.0,15.0,10.0,15.0,35.0
81.0,7.83,7.5,17.0,9.0,7.0,27.0
83.0,8.65,6.6,17.0,9.0,7.0,30.0
95.0,9.61,5.7,16.0,15.0,14.0,39.0
83.0,9.82,6.3,19.0,14.0,13.0,38.0
79.0,8.57,6.0,18.0,7.0,7.0,32.0
90.0,7.88,8.5,20.0,7.0,6.0,27.0
96.0,9.07,9.1,20.0,10.0,8.0,25.0
96.0,8.44,8.6,17.0,9.0,7.0,31.0
84.0,9.1,8.2,19.0,8.0,7.0,32.0
97.0,9.37,6.5,20.0,15.0,15.0,39.0
83.0,7.33,8.6,17.0,5.0,4.0,25.0
93.0,9.19,8.0,19.0,8.0,10.0,31.0
89.0,9.92,5.2,16.0,13.0,10.0,50.0
95.0,9.09,9.5,15.0,10.0,4.0,27.0
82.0,8.39,5.4,16.0,11.0,11.0,37.0
73.0,6.52,7.5,18.0,9.0,8.0,14.0
87.0,8.66,7.6,20.0,8.0,6.0,44.0
77.0,0.0,9.2,15.0,5.0,3.0,22.0
86.0,8.53,9.6,18.0,11.0,10.0,24.0
72.0,6.95,9.7,12.0,4.0,2.0,17.0
100.0,9.36,7.8,20.0,13.0,11.0,33.0
70.0,7.02,8.4,13.0,2.0,0.0,17.0
91.0,7.91,5.4,18.0,14.0,10.0,38.0
88.0,8.75,7.4,17.0,12.0,8.0,39.0
65.0,7.46,9.5,12.0,3.0,8.0,9.0
83.0,8.97,7.3,19.0,11.0,11.0,26.0
100.0,10.0,5.3,20.0,15.0,15.0,50.0
80.0,8.15,6.0,16.0,4.0,4.0,29.0
86.0,7.31,7.1,20.0,7.0,7.0,22.0
85.0,8.42,6.2,15.0,13.0,14.0,39.0
78.0,8.28,7.0,15.0,9.0,10.0,23.0
95.0,9.63,6.7,16.0,14.0,12.0,41.0
86.0,9.26,6.6,17.0,12.0,11.0,33.0
87.0,10.0,5.5,19.0,13.0,14.0,36.0
67.0,6.3,9.4,16.0,5.0,1.0,24.0
89.0,0.0,8.5,16.0,9.0,12.0,29.0
81.0,9.99,8.1,17.0,6.0,8.0,34.0
82.0,8.27,8.0,19.0,10.0,6.0,28.0
75.0,8.05,7.0,17.0,9.0,7.0,24.0
91.0,9.07,9.1,19.0,6.0,6.0,24.0
80.0,0.0,9.7,15.0,6.0,8.0,28.0
78.0,7.74,5.0,14.0,9.0,12.0,26.0
92.0,0.0,5.4,17.0,13.0,12.0,39.0
83.0,7.33,8.4,17.0,3.0,8.0,20.0
89.0,8.31,6.2,16.0,8.0,8.0,34.0
79.0,8.06,9.6,17.0,7.0,7.0,18.0
92.0,8.49,8.3,19.0,13.0,14.0,37.0
69.0,8.48,6.8,14.0,6.0,7.0,23.0
76.0,7.64,7.1,12.0,6.0,7.0,11.0
84.0,8.21,8.5,17.0,6.0,10.0,30.0
70.0,7.02,5.7,13.0,11.0,11.0,18.0
89.0,8.89,9.4,20.0,11.0,9.0,27.0
80.0,7.7,5.0,13.0,7.0,5.0,33.0
99.0,10.0,9.9,19.0,8.0,11.0,30.0
79.0,7.31,5.8,17.0,7.0,8.0,22.0
89.0,9.56,8.7,16.0,14.0,11.0,41.0
71.0,7.8,5.2,18.0,9.0,6.0,26.0
100.0,0.0,7.2,20.0,11.0,11.0,46.0
83.0,9.05,8.2,15.0,9.0,10.0,28.0
82.0,8.03,5.4,15.0,7.0,6.0,20.0
97.0,9.34,7.2,20.0,12.0,9.0,40.0
87.0,8.41,6.5,20.0,9.0,7.0,23.0
79.0,7.14,7.5,15.0,9.0,12.0,31.0
90.0,8.76,7.5,19.0,8.0,9.0,38.0
72.0,8.14,8.9,12.0,9.0,11.0,29.0
59.0,6.73,5.6,16.0,4.0,6.0,17.0
100.0,8.84,5.4,20.0,13.0,12.0,50.0
69.0,8.18,7.0,15.0,6.0,5.0,21.0
72.0,6.71,9.4,13.0,3.0,3.0,19.0
96.0,0.0,9.3,17.0,10.0,11.0,31.0
90.0,8.71,7.8,19.0,11.0,13.0,41.0
82.0,8.54,9.4,20.0,7.0,11.0,34.0
80.0,9.4,9.0,15.0,5.0,7.0,31.0
97.0,9.43,6.4,17.0,10.0,12.0,42.0
97.0,9.24,5.9,20.0,11.0,15.0,46.0
67.0,0.0,6.5,17.0,3.0,3.0,15.0
63.0,7.05,6.1,11.0,4.0,6.0,6.0
91.0,10.0,8.1,18.0,10.0,11.0,32.0
100.0,0.0,7.9,20.0,13.0,14.0,40.0
97.0,9.47,8.0,20.0,8.0,8.0,42.0
77.0,9.07,5.9,15.0,11.0,8.0,37.0
80.0,0.0,9.0,18.0,12.0,13.0,30.0
97.0,8.35,7.2,20.0,12.0,13.0,34.0
87.0,9.33,7.4,17.0,9.0,8.0,30.0
91.0,9.12,10.0,20.0,10.0,10.0,40.0
82.0,9.14,6.4,18.0,11.0,9.0,39.0
86.0,8.6,7.0,15.0,9.0,7.0,30.0
98.0,9.45,8.4,20.0,11.0,10.0,35.0
84.0,8.42,9.4,17.0,9.0,6.0,28.0
92.0,8.46,5.6,20.0,11.0,10.0,32.0
90.0,9.34,8.7,18.0,9.0,10.0,25.0
93.0,9.32,9.6,19.0,12.0,15.0,42.0
95.0,9.21,7.1,20.0,15.0,15.0,45.0
93.0,9.91,6.4,20.0,13.0,12.0,39.0
92.0,9.36,8.4,20.0,13.0,15.0,32.0
75.0,7.87,6.2,16.0,4.0,5.0,30.0
76.0,7.34,6.9,15.0,8.0,8.0,9.0
65.0,7.26,9.5,15.0,5.0,6.0,8.0
89.0,8.84,8.0,19.0,13.0,15.0,45.0
88.0,8.04,5.5,20.0,9.0,8.0,39.0
76.0,7.33,6.6,16.0,7.0,6.0,18.0
84.0,0.0,8.1,19.0,12.0,11.0,29.0
64.0,7.07,7.4,15.0,5.0,4.0,14.0
100.0,8.85,8.3,16.0,12.0,14.0,33.0
63.0,6.75,8.8,11.0,3.0,1.0,8.0
81.0,0.0,7.4,15.0,8.0,7.0,36.0
95.0,9.64,9.9,16.0,12.0,13.0,40.0
62.0,6.97,9.6,12.0,4.0,4.0,19.0
95.0,9.75,5.3,16.0,13.0,12.0,46.0
76.0,6.41,6.3,13.0,6.0,9.0,17.0
84.0,0.0,6.5,17.0,6.0,5.0,33.0
85.0,9.2,5.9,20.0,12.0,12.0,36.0
94.0,9.64,6.6,16.0,10.0,6.0,33.0
90.0,8.25,7.1,16.0,11.0,10.0,21.0
70.0,7.51,5.3,13.0,5.0,2.0,20.0
100.0,9.37,5.6,20.0,15.0,13.0,44.0
88.0,8.56,5.5,15.0,8.0,4.0,40.0
85.0,9.76,5.2,16.0,14.0,12.0,30.0
82.0,8.17,7.4,15.0,12.0,12.0,29.0
89.0,9.21,6.7,18.0,11.0,11.0,40.0
67.0,6.5,9.7,14.0,1.0,0.0,6.0
85.0,8.42,5.5,17.0,12.0,11.0,42.0
90.0,9.83,9.6,17.0,7.0,6.0,44.0
87.0,8.19,5.4,16.0,10.0,10.0,30.0
81.0,8.3,8.1,16.0,6.0,6.0,29.0
90.0,8.86,6.2,16.0,10.0,11.0,32.0
74.0,0.0,9.1,18.0,4.0,4.0,13.0
75.0,8.71,5.3,12.0,7.0,6.0,25.0
98.0,9.41,9.8,18.0,14.0,15.0,40.0
88.0,9.44,5.2,19.0,13.0,14.0,34.0
70.0,8.03,6.2,13.0,4.0,4.0,21.0
71.0,8.51,7.3,16.0,5.0,7.0,18.0
88.0,9.26,8.8,20.0,12.0,12.0,37.0
100.0,9.11,9.8,20.0,12.0,12.0,36.0
82.0,9.42,7.1,14.0,6.0,6.0,38.0
94.0,8.61,8.8,16.0,11.0,11.0,34.0
89.0,8.69,8.6,17.0,11.0,9.0,36.0
100.0,9.48,7.9,20.0,8.0,4.0,42.0
92.0,8.23,8.5,20.0,8.0,9.0,29.0
100.0,10.0,5.2,18.0,14.0,15.0,49.0
95.0,9.02,7.2,18.0,12.0,10.0,43.0
79.0,7.11,8.9,15.0,3.0,5.0,14.0
92.0,9.46,7.4,18.0,9.0,6.0,43.0
100.0,0.0,9.4,20.0,9.0,8.0,37.0
80.0,8.82,9.2,16.0,8.0,11.0,40.0
86.0,8.53,9.3,18.0,7.0,8.0,21.0
67.0,6.61,5.6,15.0,4.0,3.0,10.0
79.0,8.12,6.2,19.0,10.0,11.0,33.0
86.0,8.3,5.1,17.0,13.0,15.0,33.0
80.0,9.03,9.9,19.0,10.0,7.0,26.0
81.0,8.37,6.2,20.0,12.0,15.0,26.0
82.0,9.37,6.8,16.0,10.0,9.0,36.0
77.0,6.46,6.4,14.0,3.0,4.0,19.0
97.0,9.53,5.2,20.0,15.0,14.0,41.0
100.0,8.87,6.3,20.0,12.0,15.0,38.0
100.0,9.42,5.5,20.0,15.0,15.0,48.0
85.0,8.91,7.0,18.0,7.0,4.0,33.0
89.0,9.59,9.8,16.0,11.0,12.0,31.0
84.0,8.42,8.5,19.0,9.0,12.0,29.0
86.0,8.59,8.5,14.0,7.0,9.0,28.0
80.0,7.82,7.3,18.0,7.0,7.0,26.0
75.0,7.81,9.1,14.0,8.0,10.0,18.0
79.0,7.93,9.5,12.0,10.0,9.0,26.0
76.0,8.58,9.8,11.0,6.0,7.0,21.0
100.0,9.21,5.5,19.0,15.0,15.0,48.0
100.0,0.0,9.4,20.0,10.0,4.0,28.0
65.0,5.87,6.1,10.0,5.0,3.0,10.0
83.0,8.64,7.0,14.0,11.0,11.0,28.0
84.0,8.45,6.7,16.0,14.0,14.0,36.0
79.0,8.31,8.4,17.0,7.0,7.0,28.0
92.0,8.47,8.0,20.0,12.0,12.0,43.0
83.0,0.0,5.5,17.0,7.0,9.0,17.0
85.0,9.0,8.9,19.0,7.0,8.0,37.0
89.0,8.9,7.2,19.0,9.0,4.0,35.0
77.0,7.67,5.0,15.0,10.0,14.0,22.0
89.0,8.32,7.1,20.0,12.0,8.0,35.0
91.0,7.9,7.6,16.0,7.0,9.0,23.0
86.0,9.62,5.3,18.0,11.0,8.0,42.0
74.0,7.01,5.8,12.0,5.0,8.0,19.0
100.0,9.45,10.0,20.0,9.0,8.0,32.0
75.0,6.82,9.4,17.0,2.0,3.0,14.0
86.0,7.25,5.7,18.0,5.0,1.0,35.0
78.0,7.42,7.9,16.0,6.0,7.0,23.0
85.0,8.34,6.9,17.0,8.0,9.0,27.0
80.0,8.47,7.7,17.0,11.0,12.0,33.0
61.0,0.0,7.4,16.0,1.0,3.0,11.0
93.0,9.07,5.2,20.0,10.0,10.0,42.0
77.0,9.33,6.6,14.0,10.0,10.0,44.0
71.0,7.47,5.6,14.0,8.0,6.0,37.0
71.0,6.94,7.4,12.0,9.0,8.0,30.0
93.0,8.67,9.5,16.0,10.0,12.0,30.0
88.0,10.0,10.0,13.0,9.0,7.0,31.0
78.0,9.13,9.7,15.0,8.0,4.0,30.0
85.0,8.3,9.9,14.0,5.0,3.0,19.0
60.0,6.77,5.1,12.0,6.0,7.0,27.0
84.0,9.62,8.6,16.0,11.0,10.0,41.0
85.0,8.84,6.4,15.0,13.0,14.0,33.0
82.0,8.92,9.3,12.0,10.0,6.0,32.0
69.0,7.83,9.1,13.0,5.0,0.0,24.0
83.0,8.11,7.1,13.0,7.0,8.0,25.0
100.0,9.44,7.4,20.0,11.0,13.0,46.0
98.0,8.83,6.3,20.0,9.0,6.0,48.0
82.0,7.42,6.4,16.0,7.0,8.0,23.0
91.0,0.0,9.9,20.0,8.0,10.0,24.0
72.0,8.2,9.4,14.0,8.0,8.0,25.0
90.0,0.0,6.0,19.0,12.0,14.0,30.0
78.0,7.93,6.4,17.0,9.0,9.0,20.0
70.0,6.82,5.5,13.0,4.0,3.0,21.0
100.0,9.58,9.9,19.0,8.0,10.0,31.0
76.0,7.96,9.5,15.0,7.0,11.0,36.0
86.0,8.97,7.8,15.0,13.0,12.0,37.0
80.0,8.25,8.5,20.0,8.0,8.0,24.0
97.0,0.0,8.7,20.0,11.0,9.0,34.0
89.0,8.47,6.0,17.0,15.0,15.0,45.0
80.0,9.21,9.7,20.0,11.0,11.0,25.0
94.0,9.47,7.6,17.0,13.0,15.0,29.0
85.0,7.95,5.5,20.0,11.0,14.0,34.0
96.0,9.8,7.0,20.0,13.0,15.0,43.0
85.0,8.94,8.0,19.0,11.0,13.0,41.0
